Flex1,Flex2,Flex3,Flex4,Flex5,Label
411,80,228,243,255,9
407,83,228,243,256,9
409,82,228,243,257,9
406,82,228,243,255,9
407,83,226,243,256,9
405,84,226,243,256,9
408,85,227,243,255,9
407,85,227,243,255,9
408,86,228,243,254,9
407,82,227,242,256,9
405,82,227,243,256,9
404,82,227,243,256,9
407,84,225,243,255,9
408,83,227,243,256,9
411,82,227,243,255,9
408,83,229,243,257,9
406,83,227,243,255,9
407,86,227,243,256,9
405,83,226,243,256,9
408,84,226,243,255,9
409,82,226,242,256,9
412,85,228,242,255,9
410,86,226,243,255,9
409,85,227,244,255,9
406,82,225,243,256,9
405,82,223,242,254,9
407,83,222,243,256,9
408,83,220,243,254,9
408,83,223,243,256,9
409,82,226,240,256,9
407,83,225,244,256,9
409,83,225,242,255,9
409,82,226,244,255,9
412,81,227,243,255,9
410,83,225,242,256,9
408,84,227,243,254,9
409,84,224,243,256,9
410,84,224,243,256,9
408,83,225,243,254,9
410,80,224,242,253,9
409,81,223,243,256,9
409,84,223,242,256,9
411,85,222,242,255,9
410,83,223,243,256,9
409,83,221,242,256,9
408,84,222,243,255,9
408,84,220,243,256,9
407,87,220,243,255,9
408,83,220,243,256,9
406,84,221,244,256,9
408,86,224,243,256,9
407,82,224,243,257,9
408,83,223,244,256,9
406,79,222,244,256,9
407,82,223,242,255,9
408,82,221,242,255,9
407,83,223,243,254,9
410,83,222,243,256,9
408,85,223,244,255,9
407,84,223,243,256,9
409,79,222,243,256,9
408,82,222,244,255,9
406,81,221,243,256,9
411,81,217,243,256,9
406,83,220,243,255,9
404,82,218,243,256,9
406,82,218,243,255,9
406,81,219,242,257,9
407,78,214,242,256,9
408,79,216,243,256,9
408,82,222,243,254,9
407,81,224,242,255,9
408,84,224,244,255,9
410,83,224,242,255,9
407,82,223,243,257,9
405,81,222,242,256,9
405,80,222,243,255,9
408,82,213,242,255,9
411,84,218,243,256,9
410,82,220,242,255,9
409,82,220,242,255,9
410,83,222,243,255,9
410,82,220,243,256,9
406,82,222,242,255,9
406,83,220,244,255,9
405,81,216,244,256,9
406,81,220,243,257,9
409,82,219,242,256,9
409,83,218,242,256,9
407,84,218,242,254,9
408,83,222,243,255,9
409,80,222,243,256,9
408,82,221,243,257,9
406,82,218,242,255,9
408,83,220,242,256,9
410,83,219,243,255,9
411,84,219,243,255,9
411,82,218,243,256,9
407,82,224,243,256,9
405,79,223,243,256,9
408,82,220,243,255,9
403,82,222,243,256,9
406,80,220,241,255,9
408,80,224,242,255,9
407,83,224,243,256,9
411,83,223,244,257,9
407,84,221,243,255,9
407,81,220,243,256,9
407,80,219,243,256,9
409,81,220,242,256,9
407,81,221,243,256,9
408,83,223,242,255,9
409,86,224,242,255,9
409,83,225,243,256,9
408,85,226,243,255,9
403,81,222,244,256,9
405,82,223,243,255,9
408,85,222,243,256,9
408,85,222,241,255,9
410,84,225,243,254,9
407,84,225,244,257,9
405,84,226,244,255,9
407,82,226,243,256,9
408,83,225,242,255,9
409,85,227,243,255,9
411,84,227,243,256,9
411,86,226,242,255,9
408,83,226,244,255,9
404,83,225,243,256,9
407,82,225,241,254,9
405,84,224,243,257,9
409,83,224,242,254,9
410,85,226,242,255,9
410,87,225,243,255,9
408,85,225,244,255,9
407,83,225,243,256,9
406,81,224,243,255,9
405,82,224,243,255,9
403,84,224,243,256,9
407,84,222,243,256,9
406,84,223,242,254,9
409,86,223,243,257,9
411,84,222,243,256,9
408,81,223,242,256,9
408,84,222,243,256,9
407,82,222,243,255,9
407,82,217,244,257,9
411,84,219,244,256,9
407,85,220,244,254,9
409,84,221,243,256,9
407,83,220,243,257,9
405,81,220,243,255,9
407,79,218,242,256,9
407,82,220,243,255,9
409,86,222,242,255,9
409,83,222,242,256,9
411,86,223,244,256,9
406,84,222,243,256,9
408,85,222,244,256,9
404,82,221,245,256,9
407,83,220,242,255,9
408,84,220,243,255,9
410,86,221,243,257,9
408,85,222,244,255,9
408,85,221,244,256,9
408,84,223,244,256,9
407,84,221,243,256,9
408,81,221,242,256,9
408,78,222,243,255,9
408,79,222,243,256,9
409,83,223,244,256,9
407,81,223,242,256,9
408,79,220,243,255,9
407,83,222,244,255,9
406,80,224,240,255,9
411,82,224,242,256,9
407,78,225,243,255,9
408,82,227,244,256,9
406,83,224,243,256,9
408,82,225,243,257,9
406,78,225,244,256,9
408,82,225,242,254,9
407,82,225,243,255,9
408,82,225,243,255,9
407,83,226,244,254,9
410,83,226,243,256,9
407,82,226,242,256,9
408,81,224,243,256,9
408,80,226,243,255,9
409,83,227,243,257,9
409,80,225,242,257,9
410,83,226,242,256,9
408,84,225,243,257,9
407,80,224,243,256,9
406,81,225,244,256,9
408,80,224,244,256,9
411,83,224,243,256,9
409,84,221,242,256,9
411,84,222,244,255,9
408,84,223,243,256,9
404,81,222,243,256,9
407,82,218,243,256,9
408,83,224,243,257,9
409,82,225,243,256,9
406,81,225,242,256,9
409,82,224,242,256,9
408,83,225,243,256,9
403,81,225,243,255,9
407,81,224,243,256,9
404,80,223,242,255,9
408,82,223,242,254,9
405,80,223,242,255,9
406,81,223,243,256,9
408,82,224,242,256,9
410,82,225,242,256,9
408,82,224,244,256,9
409,81,224,244,256,9
409,83,224,243,256,9
405,81,223,244,257,9
406,84,223,242,255,9
405,83,223,243,256,9
412,82,224,244,257,9
408,84,226,243,256,9
405,84,225,244,255,9
408,81,225,243,256,9
405,82,224,242,255,9
409,83,224,241,254,9
407,83,224,242,255,9
407,83,225,243,255,9
410,81,226,243,256,9
407,85,227,244,255,9
406,83,225,243,256,9
408,82,224,242,255,9
406,83,223,243,256,9
409,82,224,243,255,9
408,85,223,243,255,9
407,83,223,243,256,9
407,81,221,243,257,9
407,81,218,242,255,9
409,83,221,244,256,9
407,83,220,244,256,9
407,83,213,243,256,9
405,80,219,243,256,9
407,83,219,241,255,9
409,83,221,242,255,9
408,82,218,243,255,9
408,83,221,242,255,9
409,82,218,243,256,9
408,84,220,244,257,9
407,80,221,243,255,9
408,81,222,242,256,9
409,80,222,244,255,9
412,80,222,243,255,9
408,81,220,244,256,9
406,79,220,244,255,9
406,81,219,243,256,9
408,83,218,243,255,9
411,83,220,243,255,9
409,79,223,242,256,9
407,81,222,243,255,9
409,83,221,243,256,9
405,80,222,242,256,9
407,83,223,243,255,9
408,81,222,243,254,9
409,82,222,243,257,9
405,83,221,243,255,9
406,83,220,243,256,9
408,82,222,243,256,9
412,83,221,243,256,9
408,80,223,243,256,9
405,79,217,244,257,9
404,81,218,244,256,9
407,78,218,244,254,9
409,81,220,243,256,9
412,81,220,244,256,9
413,83,221,243,256,9
407,83,222,242,256,9
408,82,222,243,257,9
406,79,219,243,254,9
408,80,220,243,255,9
409,82,222,242,255,9
408,79,222,243,255,9
407,82,220,244,256,9
409,78,221,243,255,9
407,80,220,242,255,9
412,84,221,243,256,9
411,84,222,242,255,9
409,84,222,242,255,9
411,80,224,244,256,9
412,83,224,244,255,9
411,80,224,242,256,9
408,82,223,243,255,9
407,79,222,243,256,9
407,78,221,242,255,9
408,80,222,242,255,9
408,80,222,243,256,9
409,82,222,244,256,9
409,84,222,244,255,9
409,81,221,242,257,9
407,82,220,243,256,9
405,82,221,243,255,9
409,84,222,243,256,9
409,85,219,243,256,9
405,86,222,242,257,9
405,84,220,243,256,9
406,84,220,243,256,9
408,84,221,243,255,9
411,85,222,242,256,9
412,84,223,243,255,9
410,82,222,244,255,9
409,83,224,244,257,9
409,83,223,244,255,9
406,83,222,244,255,9
410,82,223,242,255,9
409,82,224,243,257,9
405,83,223,242,256,9
407,85,224,244,255,9
406,83,222,243,255,9
409,82,222,243,255,9
411,82,222,243,256,9
408,85,222,242,256,9
410,82,223,243,257,9
406,84,221,243,255,9
407,83,224,243,255,9
408,83,224,243,255,9
407,85,225,244,256,9
405,82,224,243,256,9
407,81,223,242,255,9
407,81,222,244,255,9
409,85,224,243,256,9
406,84,224,243,256,9
411,83,224,245,255,9
404,84,223,242,256,9
406,84,223,243,256,9
406,79,223,243,256,9
405,82,226,243,256,9
411,83,225,243,255,9
408,82,225,243,256,9
408,81,224,243,257,9
405,83,224,243,256,9
405,81,224,243,256,9
408,81,224,243,255,9
408,82,222,240,255,9
410,82,224,243,255,9
409,81,225,243,255,9
408,81,226,243,257,9
406,83,225,245,256,9
404,82,224,243,256,9
405,84,225,243,256,9
407,82,223,244,255,9
406,82,222,241,256,9
405,83,224,242,256,9
410,85,223,243,255,9
407,81,224,244,255,9
404,81,225,242,256,9
408,79,223,244,256,9
407,85,224,243,256,9
408,84,224,242,256,9
407,82,224,243,255,9
408,84,223,243,255,9
407,82,223,243,255,9
408,83,223,243,255,9
408,82,222,243,255,9
407,84,224,243,256,9
406,84,225,243,255,9
405,83,224,243,257,9
405,81,224,243,255,9
406,84,223,241,255,9
408,82,223,244,255,9
407,83,225,242,257,9
407,81,224,243,257,9
408,83,224,242,256,9
407,80,224,244,256,9
407,83,222,242,255,9
408,82,223,243,256,9
408,83,222,243,256,9
407,82,222,242,255,9
412,84,225,243,255,9
411,84,225,243,256,9
408,83,224,244,256,9
408,86,224,244,255,9
406,81,222,242,256,9
407,82,222,244,256,9
408,85,223,243,257,9
410,85,224,243,255,9
409,84,224,242,256,9
404,82,223,243,255,9
407,81,222,243,256,9
408,85,224,244,256,9
405,81,223,242,255,9
406,83,222,242,256,9
406,82,221,243,257,9
408,82,223,242,255,9
407,84,223,244,256,9
407,81,223,243,257,9
409,83,223,242,255,9
408,85,223,245,255,9
409,84,224,243,257,9
407,84,223,242,257,9
404,82,223,243,257,9
408,85,224,243,257,9
408,81,223,243,256,9
406,85,222,243,257,9
409,81,222,243,256,9
409,83,223,243,256,9
408,85,222,243,255,9
408,83,224,244,255,9
408,84,224,244,256,9
408,85,224,242,256,9
406,82,224,243,256,9
405,82,223,244,256,9
408,83,223,243,257,9
405,84,221,243,255,9
410,83,223,244,255,9
408,82,219,243,256,9
407,81,219,243,258,9
407,82,217,241,256,9
405,81,219,244,256,9
409,83,218,243,256,9
407,83,217,243,256,9
407,82,217,243,256,9
411,85,219,243,255,9
406,84,220,244,256,9
404,81,219,243,255,9
407,81,218,243,255,9
408,80,219,244,255,9
409,83,219,243,255,9
408,85,221,242,255,9
410,86,222,242,256,9
408,83,222,244,255,9
409,84,220,241,257,9
407,84,220,244,255,9
406,85,221,242,255,9
406,88,221,243,256,9
408,83,221,243,256,9
404,84,219,243,256,9
406,83,219,243,256,9
408,86,220,243,255,9
408,84,221,244,256,9
410,85,223,243,256,9
408,79,219,242,257,9
407,83,221,242,257,9
408,83,222,242,256,9
408,84,221,243,256,9
409,85,222,243,255,9
407,86,222,243,255,9
405,83,222,243,254,9
404,84,221,243,256,9
411,85,222,244,256,9
410,83,223,243,255,9
406,85,223,243,257,9
408,83,222,243,257,9
406,84,222,244,255,9
408,83,222,242,255,9
409,83,223,242,256,9
406,80,223,242,256,9
407,80,221,243,256,9
410,85,224,242,256,9
411,83,222,242,256,9
406,82,221,243,256,9
407,83,221,243,256,9
407,82,223,242,256,9
409,84,223,243,256,9
405,81,222,243,256,9
407,84,222,244,256,9
408,85,223,242,255,9
410,85,223,243,257,9
409,82,224,243,256,9
406,82,223,244,255,9
407,84,223,242,255,9
411,83,223,243,256,9
408,86,224,243,257,9
409,83,224,242,256,9
405,84,222,242,256,9
408,81,223,242,255,9
408,83,223,242,257,9
403,85,222,243,256,9
408,84,223,242,256,9
409,85,223,242,256,9
408,86,224,243,255,9
408,85,224,243,256,9
403,84,223,244,256,9
411,82,224,243,255,9
410,81,224,243,256,9
409,80,221,242,255,9
404,82,223,243,256,9
409,81,223,243,255,9
411,81,223,243,255,9
409,81,224,244,255,9
410,84,223,243,255,9
408,84,224,243,257,9
405,84,222,244,255,9
407,81,221,242,256,9
408,84,223,242,257,9
408,83,223,242,256,9
406,82,223,245,256,9
406,80,221,243,256,9
408,81,223,243,255,9
411,83,225,244,255,9
408,79,223,242,256,9
409,82,223,242,256,9
408,81,223,243,257,9
407,80,225,243,257,9
407,82,222,243,256,9
409,81,224,242,255,9
406,82,224,244,256,9
405,83,224,243,255,9
405,80,222,243,256,9
406,80,223,244,256,9
410,82,223,242,256,9
407,79,224,243,256,9
410,81,223,242,256,9
404,85,224,244,256,9
407,85,223,242,256,9
410,84,222,244,256,9
408,83,223,244,255,9
407,84,223,243,255,9
407,83,222,243,255,9
408,83,224,241,255,9
411,85,223,243,256,9
409,87,225,244,257,9
406,87,224,243,255,9
407,84,223,242,256,9
407,84,224,243,257,9
404,82,224,243,255,9
408,84,224,243,254,9
408,83,224,242,255,9
408,84,225,242,256,9
407,85,224,243,257,9
408,81,223,244,255,9
407,81,223,243,256,9
408,82,222,244,256,9
408,82,224,243,257,9
410,83,225,242,255,9
411,83,225,243,256,9
408,85,225,243,256,9
405,85,226,243,255,9
406,83,224,242,256,9
411,85,224,244,255,9
409,83,225,244,255,9
409,85,225,243,258,9
406,86,225,243,256,9
409,84,224,244,255,9
404,83,224,242,256,9
408,83,224,243,254,9
407,87,225,242,255,9
409,83,224,243,255,9
410,84,225,243,255,9
408,86,225,243,257,9
408,84,224,242,255,9
406,84,224,244,255,9
410,83,224,243,256,9
409,84,226,244,254,9
407,86,224,242,256,9
408,84,226,242,256,9
410,85,224,243,256,9
412,85,224,243,256,9
407,85,226,243,255,9
406,86,224,243,256,9
404,83,224,243,257,9
408,87,224,242,256,9
408,85,222,242,257,9
407,87,223,244,256,9
408,84,225,243,256,9
412,83,224,242,254,9
411,85,224,243,256,9
406,85,226,242,256,9
406,84,225,243,258,9
405,83,225,241,255,9
409,84,224,244,257,9
407,81,224,241,255,9
406,84,225,244,255,9
406,85,224,242,255,9
407,85,225,243,255,9
409,81,224,243,256,9
407,82,224,242,256,9
411,82,224,243,257,9
409,87,225,243,256,9
408,85,224,244,257,9
410,82,225,243,255,9
410,84,226,244,257,9
405,83,225,244,256,9
408,82,226,243,256,9
406,79,224,243,256,9
406,85,225,244,257,9
407,84,225,242,255,9
408,86,225,243,255,9
409,80,226,243,256,9
408,84,226,244,255,9
405,87,225,243,256,9
410,83,225,244,256,9
406,83,225,244,256,9
406,82,223,242,255,9
409,84,225,243,255,9
408,81,224,244,256,9
408,77,225,243,256,9
408,80,223,243,257,9
405,80,224,244,255,9
407,84,224,244,255,9
411,79,225,243,255,9
409,80,225,243,255,9
407,82,226,243,255,9
410,82,224,243,256,9
405,79,224,243,256,9
408,77,224,243,255,9
410,82,224,242,255,9
409,80,225,242,254,9
408,82,226,243,257,9
410,82,225,243,257,9
408,82,226,245,256,9
406,80,225,242,256,9
410,85,225,242,255,9
408,84,225,244,256,9
409,85,226,243,256,9
406,83,227,244,255,9
408,83,226,244,256,9
408,82,225,242,255,9
410,83,224,243,257,9
409,83,226,243,257,9
406,83,225,245,257,9
405,80,225,243,256,9
406,80,224,242,256,9
406,84,226,243,256,9
406,81,226,244,255,9
408,80,225,243,256,9
406,79,225,242,256,9
408,81,226,244,256,9
408,84,226,243,257,9
406,84,225,243,256,9
405,81,225,243,256,9
407,82,222,243,257,9
406,80,225,243,256,9
409,82,225,244,256,9
404,83,226,244,256,9
404,80,224,243,255,9
409,81,225,242,256,9
409,82,224,243,254,9
406,81,226,243,255,9
404,81,224,244,255,9
407,80,224,241,256,9
408,83,227,243,257,9
406,80,224,243,256,9
407,80,225,244,256,9
406,81,225,242,255,9
409,79,225,243,256,9
406,86,225,243,255,9
405,80,225,242,255,9
409,81,225,243,256,9
406,84,226,243,257,9
408,81,225,242,256,9
408,80,224,243,257,9
406,78,224,243,257,9
406,78,224,243,256,9
408,80,223,243,255,9
407,79,225,243,257,9
410,82,226,243,258,9
408,80,225,241,256,9
407,80,224,242,257,9
407,83,225,243,257,9
410,82,226,244,256,9
408,80,226,243,256,9
408,82,225,244,256,9
407,83,224,242,257,9
405,84,224,242,256,9
408,82,224,244,254,9
411,84,224,243,256,9
409,81,224,243,254,9
407,81,226,244,256,9
407,80,225,243,256,9
408,80,225,242,255,9
408,82,226,242,255,9
408,82,225,242,256,9
405,81,225,243,257,9
406,81,224,243,256,9
407,83,225,242,256,9
406,82,225,244,257,9
408,81,224,244,255,9
407,83,225,242,254,9
405,82,224,243,257,9
407,83,223,241,256,9
404,82,224,243,257,9
407,81,224,242,257,9
407,81,224,243,255,9
409,82,225,242,256,9
407,83,224,242,256,9
405,85,224,244,257,9
407,83,223,244,256,9
404,84,224,243,255,9
411,85,224,242,256,9
406,84,224,243,255,9
408,83,224,242,257,9
405,83,224,244,257,9
408,82,223,241,255,9
407,86,223,243,255,9
407,83,224,244,255,9
409,83,224,243,257,9
407,83,224,243,257,9
411,85,224,243,255,9
409,84,224,243,255,9
409,82,222,243,256,9
409,81,223,242,255,9
406,83,223,244,256,9
406,83,223,242,255,9
410,83,222,243,257,9
405,84,223,245,256,9
404,84,222,243,257,9
407,85,223,243,255,9
406,82,222,243,256,9
405,84,223,243,254,9
407,85,223,242,255,9
411,86,223,243,255,9
408,86,224,244,257,9
406,85,222,243,256,9
408,84,221,242,255,9
406,85,222,241,254,9
405,85,222,244,255,9
409,84,221,241,255,9
407,85,221,243,256,9
406,83,220,244,256,9
411,85,221,242,255,9
408,86,221,243,256,9
409,83,220,243,256,9
409,86,220,243,257,9
405,84,220,243,257,9
404,84,218,242,256,9
408,85,218,243,255,9
409,84,218,243,255,9
411,85,220,243,256,9
409,84,220,243,256,9
406,84,218,243,256,9
406,83,215,243,256,9
408,86,217,242,257,9
407,83,214,243,255,9
409,86,215,242,256,9
409,85,217,243,257,9
407,85,216,243,255,9
408,84,217,244,255,9
408,84,217,243,256,9
406,81,216,243,256,9
406,83,216,244,256,9
408,83,214,242,255,9
411,83,213,244,257,9
409,87,214,243,257,9
406,85,215,244,256,9
407,84,215,243,254,9
409,86,214,243,255,9
405,84,214,242,257,9
405,83,214,243,256,9
408,84,215,243,256,9
409,85,216,243,256,9
409,85,216,243,255,9
407,85,217,244,254,9
405,84,215,243,256,9
407,84,216,243,257,9
409,84,214,243,255,9
409,84,215,243,255,9
407,84,216,242,257,9
410,84,217,243,256,9
409,84,216,244,256,9
407,86,216,243,255,9
407,83,216,243,255,9
407,85,215,243,256,9
405,82,214,244,255,9
410,84,215,241,256,9
408,87,216,243,255,9
408,82,216,242,256,9
412,85,216,243,256,9
408,86,216,244,256,9
404,84,214,243,255,9
405,84,213,244,256,9
405,83,212,244,255,9
409,83,211,243,255,9
410,85,213,242,255,9
413,85,212,244,256,9
409,87,213,243,256,9
408,84,213,244,257,9
406,85,212,243,255,9
404,86,211,244,256,9
408,85,212,243,257,9
406,84,213,243,256,9
408,88,215,242,255,9
409,87,214,242,255,9
411,86,213,243,256,9
406,86,214,243,257,9
404,84,213,244,256,9
406,84,212,243,256,9
407,86,212,243,256,9
409,87,214,243,256,9
407,85,214,242,257,9
408,86,214,243,256,9
412,85,213,244,256,9
407,83,215,244,256,9
404,85,210,244,256,9
407,85,214,243,256,9
408,83,214,243,255,9
409,84,216,242,255,9
411,86,215,242,255,9
408,86,216,243,256,9
408,84,216,243,257,9
406,86,216,244,255,9
405,85,215,243,257,9
408,85,214,243,256,9
406,83,214,243,256,9
401,82,213,243,256,9
407,81,215,243,255,9
406,83,213,243,255,9
408,82,212,242,255,9
408,84,212,241,255,9
412,84,210,243,255,9
408,85,213,241,257,9
409,83,211,244,256,9
409,83,210,243,256,9
406,84,208,243,255,9
408,84,212,243,256,9
408,83,213,244,255,9
409,82,213,244,256,9
408,85,215,244,256,9
406,83,214,243,257,9
406,83,213,242,257,9
406,83,211,243,256,9
407,85,212,243,256,9
411,86,213,243,257,9
411,86,215,243,256,9
406,83,217,243,256,9
405,83,213,243,256,9
408,86,214,242,256,9
408,86,215,242,255,9
410,85,215,243,256,9
411,85,215,243,256,9
408,86,215,243,255,9
408,87,214,244,256,9
408,83,214,244,256,9
407,82,213,244,256,9
404,83,214,243,255,9
409,82,214,243,254,9
408,87,214,242,257,9
409,86,215,243,255,9
410,87,215,243,255,9
411,84,214,243,256,9
409,83,215,244,255,9
412,86,214,243,255,9
408,87,216,245,256,9
406,84,216,243,256,9
403,87,214,243,257,9
403,85,213,243,256,9
408,85,215,242,256,9
409,86,215,242,254,9
407,86,215,244,255,9
410,87,215,242,255,9
411,88,216,242,256,9
408,85,215,245,256,9
405,84,214,244,256,9
406,86,215,244,257,9
407,85,213,243,256,9
406,83,214,244,256,9
408,85,214,244,256,9
406,37,192,212,255,2.5
408,37,192,212,253,2.5
407,35,192,211,256,2.5
409,36,193,214,256,2.5
408,35,194,212,256,2.5
406,38,193,212,255,2.5
408,36,193,213,255,2.5
407,38,194,214,255,2.5
408,34,192,214,255,2.5
408,34,194,214,256,2.5
405,32,193,215,256,2.5
408,36,193,216,256,2.5
405,37,191,215,255,2.5
404,36,192,215,255,2.5
404,38,193,216,254,2.5
404,36,192,214,255,2.5
408,37,192,215,255,2.5
404,36,192,213,255,2.5
406,39,193,213,254,2.5
406,39,193,213,256,2.5
408,40,192,213,254,2.5
409,37,193,214,255,2.5
407,39,194,214,255,2.5
410,38,193,215,255,2.5
406,37,193,215,255,2.5
405,37,192,214,256,2.5
406,37,192,214,256,2.5
407,37,192,213,255,2.5
405,39,192,216,254,2.5
407,35,193,214,255,2.5
407,37,192,214,256,2.5
406,37,193,214,256,2.5
406,40,192,213,257,2.5
406,39,193,214,256,2.5
408,40,191,213,255,2.5
408,39,192,213,256,2.5
409,41,192,211,255,2.5
410,39,193,212,257,2.5
407,37,193,212,255,2.5
407,40,193,214,257,2.5
406,39,193,211,256,2.5
406,39,192,211,254,2.5
402,38,192,209,256,2.5
408,38,191,209,256,2.5
407,38,193,208,255,2.5
408,41,192,208,254,2.5
408,41,192,207,255,2.5
408,43,193,207,257,2.5
408,42,192,206,256,2.5
407,42,193,205,257,2.5
407,41,192,206,256,2.5
406,41,193,205,257,2.5
407,41,192,205,255,2.5
408,41,193,205,255,2.5
406,43,193,205,255,2.5
409,43,192,204,256,2.5
405,43,193,206,256,2.5
406,41,192,206,255,2.5
407,43,192,207,255,2.5
407,42,192,206,255,2.5
408,42,191,204,256,2.5
406,41,192,204,256,2.5
406,40,191,203,255,2.5
408,41,192,204,256,2.5
407,40,192,203,255,2.5
408,39,193,203,256,2.5
407,41,193,205,256,2.5
404,44,192,203,255,2.5
406,40,192,202,256,2.5
406,41,192,201,256,2.5
406,40,192,201,255,2.5
407,40,192,200,255,2.5
407,43,192,204,256,2.5
406,42,192,201,255,2.5
407,42,192,202,256,2.5
405,40,192,205,256,2.5
407,41,192,204,255,2.5
407,40,192,204,255,2.5
407,42,193,204,255,2.5
407,41,192,211,255,2.5
406,40,193,213,254,2.5
404,40,192,207,256,2.5
407,38,192,208,256,2.5
407,39,192,206,255,2.5
407,40,192,207,255,2.5
408,40,193,206,255,2.5
409,37,193,207,255,2.5
408,40,193,209,256,2.5
408,39,192,209,257,2.5
406,42,192,209,255,2.5
407,41,191,208,256,2.5
406,41,191,208,256,2.5
408,39,192,207,255,2.5
409,41,192,206,256,2.5
407,41,192,207,256,2.5
406,39,192,206,256,2.5
405,41,191,206,255,2.5
408,39,190,206,255,2.5
407,40,191,206,256,2.5
409,42,192,204,255,2.5
405,42,191,206,256,2.5
408,41,192,206,255,2.5
407,39,191,206,255,2.5
408,38,191,205,256,2.5
407,41,189,204,255,2.5
407,33,192,204,256,2.5
408,39,192,204,256,2.5
408,40,191,207,256,2.5
406,36,191,207,256,2.5
405,40,191,207,257,2.5
406,39,191,207,256,2.5
405,38,191,209,256,2.5
406,38,191,207,256,2.5
407,39,189,207,253,2.5
408,38,189,210,255,2.5
405,38,188,210,255,2.5
409,40,192,207,256,2.5
407,39,190,207,255,2.5
407,39,191,208,256,2.5
404,38,191,209,257,2.5
404,40,190,209,255,2.5
408,38,191,208,255,2.5
408,39,191,210,255,2.5
407,36,191,207,256,2.5
407,37,191,208,258,2.5
406,38,191,207,257,2.5
408,37,190,208,256,2.5
407,38,190,207,255,2.5
408,37,191,208,254,2.5
408,36,191,208,256,2.5
408,39,193,209,257,2.5
408,37,191,208,256,2.5
404,37,190,207,256,2.5
404,38,190,207,255,2.5
406,38,190,207,256,2.5
407,39,191,209,255,2.5
407,39,191,210,255,2.5
409,39,191,208,256,2.5
405,39,192,209,255,2.5
407,38,191,209,255,2.5
409,40,190,206,256,2.5
404,39,190,208,255,2.5
407,38,189,208,255,2.5
408,37,191,208,255,2.5
406,38,191,210,255,2.5
406,39,191,210,255,2.5
406,36,191,209,256,2.5
408,38,190,209,255,2.5
408,38,191,210,255,2.5
408,36,191,209,256,2.5
406,38,191,209,256,2.5
407,39,191,209,256,2.5
406,37,191,208,255,2.5
407,39,191,208,255,2.5
406,36,190,207,256,2.5
407,39,191,207,255,2.5
407,38,192,207,256,2.5
410,38,193,209,256,2.5
408,38,192,208,255,2.5
405,38,192,208,256,2.5
407,39,192,207,256,2.5
408,37,191,207,256,2.5
407,39,192,209,256,2.5
408,38,192,206,256,2.5
409,38,192,206,256,2.5
406,39,192,207,255,2.5
406,40,192,206,256,2.5
405,41,192,208,256,2.5
406,41,191,208,255,2.5
404,38,191,207,256,2.5
408,37,192,208,254,2.5
405,38,192,207,256,2.5
410,38,192,206,255,2.5
406,38,193,206,255,2.5
405,37,192,208,257,2.5
406,38,191,207,255,2.5
408,34,192,206,256,2.5
410,39,191,207,256,2.5
407,38,191,208,256,2.5
406,38,192,207,256,2.5
407,37,190,208,256,2.5
406,37,191,208,257,2.5
406,38,191,208,254,2.5
407,37,192,209,255,2.5
406,38,192,208,257,2.5
404,38,191,207,255,2.5
405,38,191,208,256,2.5
404,39,190,207,256,2.5
407,39,191,207,256,2.5
408,38,190,208,255,2.5
406,38,190,208,255,2.5
408,38,186,207,256,2.5
407,38,190,209,255,2.5
407,39,188,209,255,2.5
406,38,189,207,256,2.5
407,38,190,208,255,2.5
404,34,189,208,255,2.5
408,39,190,206,256,2.5
408,38,190,208,256,2.5
405,39,191,208,256,2.5
408,38,191,207,255,2.5
406,38,190,208,256,2.5
406,36,190,208,256,2.5
406,39,191,208,256,2.5
409,39,190,207,256,2.5
407,41,191,208,255,2.5
405,38,192,206,257,2.5
405,37,191,207,255,2.5
406,38,191,206,255,2.5
406,39,191,206,256,2.5
409,38,192,206,255,2.5
407,40,193,208,256,2.5
406,40,192,206,257,2.5
408,38,192,208,256,2.5
404,37,190,206,256,2.5
406,38,190,206,256,2.5
407,38,191,208,254,2.5
407,37,191,207,256,2.5
406,39,192,208,256,2.5
408,37,193,208,256,2.5
404,37,192,207,256,2.5
407,38,192,207,254,2.5
406,38,192,206,255,2.5
405,36,192,207,256,2.5
408,39,191,208,255,2.5
408,37,192,207,256,2.5
408,38,191,207,256,2.5
407,36,191,206,255,2.5
407,37,192,204,255,2.5
406,37,192,206,255,2.5
408,37,190,206,256,2.5
409,37,192,207,255,2.5
406,37,192,207,255,2.5
408,36,192,207,255,2.5
406,39,191,206,255,2.5
406,35,192,207,255,2.5
407,36,191,205,256,2.5
409,37,191,206,256,2.5
407,38,192,205,256,2.5
411,37,192,207,255,2.5
410,38,192,204,255,2.5
408,37,191,206,255,2.5
408,37,192,205,257,2.5
406,38,192,205,255,2.5
406,36,191,206,256,2.5
408,38,193,207,255,2.5
408,37,192,205,256,2.5
408,38,193,206,257,2.5
407,39,192,206,256,2.5
407,37,192,206,255,2.5
405,37,192,204,256,2.5
408,36,193,206,255,2.5
406,37,192,205,255,2.5
405,37,192,206,256,2.5
407,36,192,206,256,2.5
405,37,192,206,255,2.5
405,36,191,206,256,2.5
406,38,192,204,256,2.5
405,37,192,205,255,2.5
408,37,192,207,254,2.5
407,39,193,206,255,2.5
406,36,193,205,257,2.5
407,37,193,205,255,2.5
406,40,192,205,254,2.5
